Name,Naics Code Description,NAICS Code,Address,City,County,State,Zip Code,"Excess Food Estimate, Low (tons per year)","Excess Food Estimate, High (tons per year)",UniqueID,Longitude,Latitude,AvgExcessFoodWaste
02 Cafe,Full-Service Restaurants,722511,1001 Massachusetts Ave,Cambridge,Middlesex,MA,2138,7.8933855,11.872,RFS29363,-71.112600031737,42.369921119188,9.88269275
1 Lucky House LLC,Full-Service Restaurants,722511,657 Quincy Shore Dr,Quincy,Norfolk,MA,2170,4.1321445,6.784,RFS238826,-71.01428559871,42.278452859692,5.45807225
"1 On 1 Strong, Inc.",Full-Service Restaurants,722511,7 Marble St Ste B1,Whitman,Plymouth,MA,2382,1.2955635,3.392,RFS244114,-70.932417381782,42.079940832696,2.34378175
100 Main Cafe LLC,Full-Service Restaurants,722511,129 Westview Dr,Westford,Middlesex,MA,1886,10.1486385,15.264,RFS63038,-71.449229475127,42.565284553754,12.70631925
1000 Degrees Pizza,Limited-Service Restaurants,722513,45 Court St,Boston,Suffolk,MA,2108,2.4008655,13.5,RFS394499,-71.058746977202,42.359145684359,7.95043275
1000bamboo Inc.,Full-Service Restaurants,722511,329 Harvard St APT 20,Cambridge,Middlesex,MA,2139,1.741806,1.741806,RFS165705,-71.108454271771,42.370537552362,1.741806
101 Edgewater Cafe,Full-Service Restaurants,722511,101 Edgewater Dr,Wakefield,Middlesex,MA,1880,11.276265,16.96,RFS30842,-71.04438371476,42.519689983981,14.1181325
1048 North Main Street LLC,Limited-Service Restaurants,722513,1048 N Main St,Randolph,Norfolk,MA,2368,16.528611,24,RFS290497,-71.059337286164,42.191523434947,20.2643055
105 Martket Street Realty Trust,Full-Service Restaurants,722511,105 Market St,Lowell,Middlesex,MA,1852,6.6,8.48,RFS36662,-71.310694814331,42.644545268101,7.54
1056 Gyro and Kebab House Corp,Full-Service Restaurants,722511,1056 Great Plain Ave,Needham,Norfolk,MA,2492,1.5296325,11.872,RFS37525,-71.238652022365,42.280157656517,6.70081625
107 Salem Restaurant Inc.,Full-Service Restaurants,722511,107 Salem St,Boston,Suffolk,MA,2113,5.1268965,15.264,RFS38948,-71.055470253938,42.364178577091,10.19544825
11 11 Health Bar,Snack and Nonalcoholic Beverage Bars,722515,87 Union St,Newton,Middlesex,MA,2459,9.021012,12,RFS451047,-71.192609305516,42.329718706051,10.510506
"11 Fan Pier Restaurant, LLC",Full-Service Restaurants,722511,11 Fan Pier Blvd,Boston,Suffolk,MA,2210,1.4395095,11.872,RFS41646,-71.045444545372,42.353782423957,6.65575475
"11 North Beacon Street, LLC",Full-Service Restaurants,722511,11 North Beacon St,Watertown,Middlesex,MA,2472,16.0882425,25.44,RFS41762,-71.183187731389,42.36494654125,20.76412125
110 Grill,Limited-Service Restaurants,722513,1175 Main St,Haverhill,Essex,MA,1830,2.6894835,12,RFS300296,-71.102764873267,42.809756620811,7.34474175
110 Grill Fall River,Limited-Service Restaurants,722513,560 William St,Fall River,Bristol,MA,2721,57.362,69,RFS409117,-71.161822054293,41.697282022187,63.181
110 Grill Ms Leominster LLC,Limited-Service Restaurants,722513,4 Lan Dr,Westford,Middlesex,MA,1886,47.360346,63,RFS385331,-71.431104476848,42.560919254916,55.180173
110 Littleton LLC,Full-Service Restaurants,722511,584 King St,Littleton,Middlesex,MA,1460,10.1486385,15.264,RFS225347,-71.467501154609,42.549290287299,12.70631925
110 Roastbeef & Seadfood LLC,Limited-Service Restaurants,722513,66 Haverhill Rd,Amesbury,Essex,MA,1913,17.1608085,24,RFS420400,-70.947421413885,42.841778936387,20.58040425
"118 Restaurant, Inc.",Full-Service Restaurants,722511,59 Dutton St,Malden,Middlesex,MA,2148,1.157871,6.784,RFS225886,-71.073702593284,42.438471001751,3.9709355
1216 Gorham Street Incorporated,Full-Service Restaurants,722511,1216 Gorham St,Lowell,Middlesex,MA,1852,2.30241,11.872,RFS56798,-71.305787406923,42.622613298489,7.087205
128 Round Table Inc,Full-Service Restaurants,722511,151 Merrimac St Ste 600,Boston,Suffolk,MA,2114,,,RFS81322,-71.06271069614,42.363869536446,
135 Grill Corp,Limited-Service Restaurants,722513,672 Waverley St,Framingham,Middlesex,MA,1702,9.021012,12,RFS421469,-71.426532988484,42.27341509478,10.510506
138 Restaurant Inc,Full-Service Restaurants,722511,403 Lowell St,Wakefield,Middlesex,MA,1880,1.4395095,11.872,RFS186266,-71.063481565706,42.517308303666,6.65575475
138 Thai Restuarant,Full-Service Restaurants,722511,701 Broadway,Raynham,Bristol,MA,2767,3.640956,13.568,RFS245061,-71.072191542356,41.950011068099,8.604478
"141 Sandwich Road, Inc.",Limited-Service Restaurants,722513,800 Gifford Street EXT,Falmouth,Barnstable,MA,2540,14.964,19.692189,RFS433152,-70.605699963403,41.585068309128,17.3280945
"142 Berkely, LLC",Full-Service Restaurants,722511,93 Atlantic Ave,Swampscott,Essex,MA,1907,21.4510065,21.4510065,RFS276667,-70.89206971213,42.472652062022,21.4510065
148 Sandwich Road LLC,Limited-Service Restaurants,722513,420 Blacksmith Shop Rd,East Falmouth,Barnstable,MA,2536,11.223,14.7691335,RFS390050,-70.605302280879,41.602133013555,12.99606675
154 Maverick LLC,Full-Service Restaurants,722511,154 Maverick St,Boston,Suffolk,MA,2128,3.256539,15.264,RFS83697,-71.03812817136,42.369855186246,9.2602695
16 Handles Walpole,Limited-Service Restaurants,722513,102 Providence Hwy,East Walpole,Norfolk,MA,2032,1.122462,4.5,RFS288244,-71.203447174962,42.155641690735,2.811231
16 Park Drive LLC,Full-Service Restaurants,722511,47 Swan Rd,Winchester,Middlesex,MA,1890,1.7874615,11.872,RFS202530,-71.156593123711,42.442537358169,6.82973075
"160 Boston Turnpike Market, Inc.",Limited-Service Restaurants,722513,160 Boston Tpke,Shrewsbury,Worcester,MA,1545,15.3022485,24,RFS322855,-71.747398075904,42.27483667825,19.65112425
1625 Exchange Inc,Full-Service Restaurants,722511,1625 Tremont St,Boston,Suffolk,MA,2120,2.3513985,11.872,RFS89286,-71.103427122246,42.333770105388,7.11169925
163 Vietnam Sandwich,Full-Service Restaurants,722511,66 Harrison Ave,Boston,Suffolk,MA,2111,2.030424,13.568,RFS239051,-71.061138738623,42.351416538973,7.799212
1645 Concord Street LLC,Limited-Service Restaurants,722513,19 Westgate Rd,Framingham,Middlesex,MA,1701,8.7050865,20.352,RFS333817,-71.455495144745,42.300811353693,14.52854325
168 Zheng Garden Inc.,Full-Service Restaurants,722511,1351 Washington St,Newton,Middlesex,MA,2465,1.6119675,5.088,RFS69069,-71.228872724424,42.34875170145,3.34998375
180 Cafe,Full-Service Restaurants,722511,23 Edinboro St,Boston,Suffolk,MA,2111,13.289496,16.96,RFS127701,-71.059862692418,42.352312387788,15.124748
"192 Merrimack Street, LLC",Limited-Service Restaurants,722513,354 Merrimack St,Lawrence,Essex,MA,1843,2.302707,9,RFS378831,-71.144270469531,42.703308585076,5.6513535
"1st Stop Cafe, Inc.",Full-Service Restaurants,722511,369 Walnut Street EXT,Agawam,Hampden,MA,1001,2.5457355,2.5457355,RFS177034,-72.629177835153,42.090027855549,2.5457355
2 Debi's Convenience/Deli LLC,Limited-Service Restaurants,722513,516 Pleasant St,Brockton,Plymouth,MA,2301,10.973523,16.5,RFS403850,-71.04060610463,42.089451683486,13.7367615
2 H Corporate Chef Inc.,Full-Service Restaurants,722511,48 Uxbridge St APT 1,Worcester,Worcester,MA,1605,1.4395095,11.872,RFS204379,-71.78826471739,42.283921742434,6.65575475
"2 Ice House, LLC",Full-Service Restaurants,722511,128 Warren St,Lowell,Middlesex,MA,1852,1.060092,5.088,RFS62370,-71.303946827899,42.642213070437,3.074046
200 Main Grill LLC,Limited-Service Restaurants,722513,200 Main St,Haverhill,Essex,MA,1830,34.5,42.4,RFS337595,-71.077517462068,42.780323829969,38.45
2000 Boston Food Court Inc,Full-Service Restaurants,722511,2000 Boston Rd,Wilbraham,Hampden,MA,1095,2.879877,13.568,RFS110086,-72.476624953678,42.149135258143,8.2239385
24 Broad Street Inc,Full-Service Restaurants,722511,24 Broad St,Nantucket,Nantucket,MA,2554,31.8687765,94.976,RFS132005,-70.099687576104,41.285077502127,63.42238825
246 Community Kitchen Inc,Full-Service Restaurants,722511,246 Main St,Wellfleet,Barnstable,MA,2667,0.346104,10.176,RFS135207,-70.029848209313,41.938613017805,5.261052
"255 Southampton Street, LLC",Full-Service Restaurants,722511,225 Southampton St,Roxbury,Suffolk,MA,2118,14.6184555,18.656,RFS126002,-71.065603107723,42.331148208052,16.63722775
"2nd Meal Catering, LLC",Caterers,722320,17 Twomey CT APT 56,Boston,Suffolk,MA,2127,1.5834555,11.872,RFS6191,-71.025883535412,42.333918304887,6.72772775
3 Country Bistro,Full-Service Restaurants,722511,379 Main St,Woburn,Middlesex,MA,1801,47.360346,71.232,RFS179227,-71.1519051817,42.479911758277,59.296173
"3 J'S Yogurt, Inc.",Limited-Service Restaurants,722513,66 Fairfield Cir,Norwood,Norfolk,MA,2062,4.4340615,10.5,RFS420396,-71.177599601541,42.175125749921,7.46703075
3 Squares,Full-Service Restaurants,722511,669 Highland Ave,Needham,Norfolk,MA,2494,3.9790575,16.96,RFS240266,-71.231502885884,42.299028017377,10.46952875
3 Squares Cooking,Full-Service Restaurants,722511,6 Joyce St,Webster,Worcester,MA,1570,3.4118205,15.264,RFS227391,-71.876031036742,42.046390002597,9.33791025
30 Traveler LLC,Full-Service Restaurants,722511,360 Harrison Ave,Boston,Suffolk,MA,2118,61.875,88.192,RFS174930,-71.063781362568,42.344856484833,75.0335
310 Diner LLC,Full-Service Restaurants,722511,310 Pleasant St,Leicester,Worcester,MA,1524,1.4395095,1.4395095,RFS158807,-71.90800036856,42.233003455434,1.4395095
"32 Somers Road, LLC",Full-Service Restaurants,722511,35 North St,Hingham,Plymouth,MA,2043,4.722795,19.5,RFS172209,-70.885767857076,42.243775249351,12.1113975
348 Congress LLC,Full-Service Restaurants,722511,348 Congress St,Boston,Suffolk,MA,2210,11.167431,33.92,RFS171770,-71.048641516649,42.350546556409,22.5437155
"369 Main Street, Inc.",Limited-Service Restaurants,722513,369 Main St,Agawam,Hampden,MA,1001,6.246339,10.5,RFS380933,-72.615100894824,42.080945264014,8.3731695
3rd Alarm Wood Fire Pizza,Limited-Service Restaurants,722513,8 Flash Rd,Nahant,Essex,MA,1908,8.580396,12,RFS432813,-70.934682454842,42.423562919984,10.290198
"40-58 Main Street Peabody, LLC",Caterers,722320,40 Main St,Florence,Hampshire,MA,1062,16.6945185,27.136,RFS14654,-72.669070637755,42.334926948506,21.91525925
413 Bistro LLC,Full-Service Restaurants,722511,11 E Hoosac St,Adams,Berkshire,MA,1220,1.4395095,1.4395095,RFS41626,-73.111853091211,42.625058094343,1.4395095
"415 Whiting, Inc.",Full-Service Restaurants,722511,415 Whiting St,Hingham,Plymouth,MA,2043,16.959096,28.832,RFS190245,-70.916906723294,42.19246988601,22.895548
419 Burnside RI LLC,Full-Service Restaurants,722511,528 Chestnut St,Franklin,Norfolk,MA,2038,19.6277235,32.224,RFS215960,-71.374465424668,42.09488051797,25.92586175
"425 Broadway, LLC",Full-Service Restaurants,722511,425 W Broadway,Boston,Suffolk,MA,2127,27.5698995,101.76,RFS193116,-71.047439505667,42.336527029715,64.66494975
429 Sandwich LLC,Limited-Service Restaurants,722513,22 Whiting St,Plymouth,Plymouth,MA,2360,10.973523,16.5,RFS346088,-70.657649614877,41.95097726822,13.7367615
"45 Province Restaurant, LLC",Full-Service Restaurants,722511,575 Boylston St,Boston,Suffolk,MA,2116,4.6299,20.352,RFS223928,-71.076668834952,42.350336043886,12.49095
45 Surfside Cafe Inc,Full-Service Restaurants,722511,45 Surfside Rd,Nantucket,Nantucket,MA,2554,27.6,73.1924325,RFS198646,-70.100368558932,41.266844541477,50.39621625
468 Shivam LLC,Full-Service Restaurants,722511,423 Eastern Ave,Lynn,Essex,MA,1902,8.580396,13.568,RFS192512,-70.933601248686,42.479306943612,11.074198
483 West Housatonic Street LLC,Limited-Service Restaurants,722513,483 W Housatonic St,Pittsfield,Berkshire,MA,1201,11.2600125,16.5,RFS398595,-73.275985361783,42.442737886952,13.88000625
484 Red Robin Gourmet Bur,Full-Service Restaurants,722511,2421 Cranberry Hwy,Wareham,Plymouth,MA,2571,1.4395095,11.872,RFS133747,-70.741915027525,41.777927101742,6.65575475
4a Coffee Company,Limited-Service Restaurants,722513,419 Harvard St,Brookline,Norfolk,MA,2446,4.290957,4.290957,RFS389843,-71.127070149792,42.345430189111,4.290957
"5 & Diner of North America, LLC",Full-Service Restaurants,722511,24 Main St,Maynard,Middlesex,MA,1754,1.4395095,10.5,RFS132100,-71.450990109501,42.432601292913,5.96975475
5 Stars Restaurant Group Inc.,Full-Service Restaurants,722511,1138 Worcester Rd,Framingham,Middlesex,MA,1702,2.8580805,2.8580805,RFS47928,-71.444113802571,42.298903739094,2.8580805
50 50 Diner,Full-Service Restaurants,722511,440 River St,Fitchburg,Worcester,MA,1420,4.2474465,22.048,RFS196394,-71.822919618327,42.58108895596,13.14772325
50 S Diner,Full-Service Restaurants,722511,363 Burnett Rd,Chicopee,Hampden,MA,1020,1.2215445,1.2215445,RFS175968,-72.544538218274,42.166974151082,1.2215445
"505 Congress Street, LLC",Full-Service Restaurants,722511,505 Congress St,Boston,Suffolk,MA,2210,19.934244,25.44,RFS210444,-71.041562995558,42.34853530879,22.687122
50kitchen,Full-Service Restaurants,722511,228 Washington St,Westwood,Norfolk,MA,2090,1.3817595,8.48,RFS127164,-71.187638858463,42.221100492622,4.93087975
528 Cafe,Full-Service Restaurants,722511,240 Stockbridge Rd,Great Barrington,Berkshire,MA,1230,4.172487,4.172487,RFS132410,-73.346298378176,42.206790709935,4.172487
538 Main Street Grille Incorporated,Full-Service Restaurants,722511,538 Main St,Fiskdale,Worcester,MA,1518,8.6075055,15.264,RFS217836,-72.111728273333,42.115944386272,11.93575275
"55 Boston Post Road, LLC",Full-Service Restaurants,722511,54 Canal St Ste 310,Boston,Suffolk,MA,2114,14.6184555,18.656,RFS217979,-71.060302621188,42.364623412159,16.63722775
559 Route 6a Yarmouthport LLC,Limited-Service Restaurants,722513,559 Route 6a,Yarmouth Port,Barnstable,MA,2675,1.1433015,4.5,RFS408983,-70.219907876487,41.704883161431,2.82165075
569 Tremont Inc,Full-Service Restaurants,722511,569 Tremont St,Boston,Suffolk,MA,2118,18.605301,23.744,RFS222945,-71.072294137742,42.343684818985,21.1746505
"595 Cafe, Inc.",Full-Service Restaurants,722511,595 Summer St,Lynn,Essex,MA,1905,1.796025,8.48,RFS226821,-70.972207571665,42.45799936045,5.1380125
5guys N Dartmouth,Limited-Service Restaurants,722513,85 D Old Faunce Cor,North Dartmouth,Bristol,MA,2747,5.5272855,42,RFS438066,-70.988533506667,41.646333159321,23.76364275
60 OLD SALT LLC,Full-Service Restaurants,722511,53 Brush Hill Rd,Sherborn,Middlesex,MA,1770,12.4038915,18.656,RFS216201,-71.401711418669,42.254025328447,15.52994575
600 Rogers Street Lowell LLC,Limited-Service Restaurants,722513,600 Rogers St,Lowell,Middlesex,MA,1852,14.6591445,19.5,RFS413272,-71.283337044115,42.631429783933,17.07957225
7 Pond Coffee Bar,Limited-Service Restaurants,722513,7 Pond St,Jamaica Plain,Suffolk,MA,2130,9.976,12,RFS423521,-71.114403442596,42.314770443749,10.988
7 Strong,Full-Service Restaurants,722511,7 Strong Ave,Northampton,Hampshire,MA,1060,1.4395095,11.872,RFS244231,-72.628674930665,42.319986502612,6.65575475
745 Comellas LLC,Full-Service Restaurants,722511,14 Mica Ln Ste 11,Wellesley,Norfolk,MA,2481,16.528611,27.136,RFS71895,-71.259900101956,42.325341204454,21.8323055
"766 Memorial Drive, LLC",Full-Service Restaurants,722511,171 Atwater Rd,Springfield,Hampden,MA,1107,3.213474,16.96,RFS94084,-72.602807193849,42.129621068957,10.086737
"77 Washington Street Ale House, LLC",Full-Service Restaurants,722511,77 Washington St,Haverhill,Essex,MA,1832,2.73999,13.568,RFS255606,-71.084666767774,42.77312452382,8.153995
77 Water St Corp,Full-Service Restaurants,722511,77 Water St,Woods Hole,Barnstable,MA,2543,9.6325845,25.44,RFS255607,-70.670616777508,41.524516180637,17.53629225
7813542077,Caterers,722320,158 Adams St,Newton,Middlesex,MA,2458,4.455,8.48,RFS5530,-71.201298706263,42.359291889392,6.4675
79 Caribbean and American Restaurant,Full-Service Restaurants,722511,158 Montello St,Brockton,Plymouth,MA,2301,7.980753,13.568,RFS85774,-71.017153739371,42.082674911289,10.7743765
79 HK Eatery LLC,Full-Service Restaurants,722511,79 Harrison Ave,Boston,Suffolk,MA,2111,1.4395095,11.872,RFS257693,-71.061412666288,42.351133279027,6.65575475
7-Eleven,Full-Service Restaurants,722511,494 Bridge St,Lowell,Middlesex,MA,1850,1.4395095,11.872,RFS206831,-71.303272865121,42.651378832498,6.65575475
"7th Wave, Inc.",Full-Service Restaurants,722511,7 Tuna Wharf,Rockport,Essex,MA,1966,8.580396,13.568,RFS244251,-70.61526547443,42.659990465069,11.074198
8 Essex Center Drive L L C,Limited-Service Restaurants,722513,565 Turnpike St Ste 80,North Andover,Essex,MA,1845,,,RFS409678,-71.114991055119,42.66514709474,
82 Grill,Limited-Service Restaurants,722513,39 Chapin Hall Dr,Williamstown,Berkshire,MA,1267,10.2363855,15,RFS383795,-73.20409484627,42.713703929144,12.61819275
85 East Central Street L L C,Full-Service Restaurants,722511,85 E Central St,Natick,Middlesex,MA,1760,2.1769605,10.176,RFS266934,-71.339397543508,42.28539706852,6.17648025
88 Bistro,Full-Service Restaurants,722511,172 Gore Rd,Webster,Worcester,MA,1570,21.040602,37.312,RFS94842,-71.84183158786,42.055993488221,29.176301
88 Chinese Restaurant,Full-Service Restaurants,722511,1351 Washington St,Newton,Middlesex,MA,2465,1.6119675,5.088,RFS69070,-71.228872724424,42.34875170145,3.34998375
88 Fin.,Full-Service Restaurants,722511,358 Washington St,Winchester,Middlesex,MA,1890,11.276265,16.96,RFS174500,-71.128129867806,42.460858893591,14.1181325
9 Bangs Number 2 LLC,Full-Service Restaurants,722511,256 Pearl St,Cambridge,Middlesex,MA,2139,1.4395095,11.872,RFS139538,-71.109300209592,42.358432473734,6.65575475
906 Homwin Chinese Restaurant,Full-Service Restaurants,722511,906 Boston Rd,Springfield,Hampden,MA,1119,9.815685,18.656,RFS273485,-72.514374677629,42.137789471514,14.2358425
"99 Boston, Inc.",Full-Service Restaurants,722511,233 Broad St,Bridgewater,Plymouth,MA,2324,71.079,85.5,RFS129752,-70.972505524642,41.99691314291,78.2895
"99 Boston, Inc.",Full-Service Restaurants,722511,267 Chickering Rd,North Andover,Essex,MA,1845,82.8,101.76,RFS143124,-71.121942714,42.68624698179,92.28
"99 Boston, Inc.",Full-Service Restaurants,722511,3013 Cranberry Hwy,Wareham,Plymouth,MA,2571,69,84.8,RFS155251,-70.660943139285,41.758575834238,76.9
"99 Boston, Inc.",Full-Service Restaurants,722511,317 Salem St,Lynnfield,Essex,MA,1940,82.8,101.76,RFS161783,-71.023574500329,42.512345528507,92.28
"99 Boston, Inc.",Full-Service Restaurants,722511,34 Sconticut Neck Rd,Fairhaven,Bristol,MA,2719,55.2,67.84,RFS169376,-70.881375355006,41.63899586584,61.52
"99 Boston, Inc.",Full-Service Restaurants,722511,60 Commonwealth Ave,Danvers,Essex,MA,1923,69,84.8,RFS227619,-70.944007405308,42.55230113921,76.9
"99 Boston, Inc.",Full-Service Restaurants,722511,659 Worcester Rd,Framingham,Middlesex,MA,1701,12.42,15.264,RFS238975,-71.42489241061,42.2985792904,13.842
"99 Boston, Inc.",Full-Service Restaurants,722511,669 Merrill Rd,Pittsfield,Berkshire,MA,1201,11.04,13.568,RFS240275,-73.205251853236,42.465612575107,12.304
"99 Boston, Inc.",Full-Service Restaurants,722511,121 VFW Pkwy,Revere,Suffolk,MA,2151,60.72,74.624,RFS56021,-70.996923849966,42.411157386621,67.672
"99 Boston, Inc.",Full-Service Restaurants,722511,14a Gill St,Woburn,Middlesex,MA,1801,15.18,18.656,RFS79314,-71.147008260825,42.509607540493,16.918
99 Restaurants,Full-Service Restaurants,722511,342 E Main St,Westfield,Hampden,MA,1085,1.5834555,11.872,RFS170353,-72.72361392212,42.113476574889,6.72772775
A & A Restaurant Supply Inc,Full-Service Restaurants,722511,1395 N Hixville Rd,Dartmouth,Bristol,MA,2747,1.7584215,1.7584215,RFS71626,-71.036281222366,41.692823781308,1.7584215
"A & A Restaurants, Inc.",Limited-Service Restaurants,722513,33 Mariano Bishop Blvd,Fall River,Bristol,MA,2721,17.1007485,17.1007485,RFS374032,-71.162440801727,41.675936218267,17.1007485
"A & C Stone, Inc.",Full-Service Restaurants,722511,225 Main St,Wilmington,Middlesex,MA,1887,3.836646,18.656,RFS125928,-71.181078064659,42.556110653254,11.246323
"A & J Cafe, Inc.",Full-Service Restaurants,722511,295 Rantoul St,Beverly,Essex,MA,1915,2.4392445,11.872,RFS151971,-70.883080703807,42.550912464051,7.15562225
A & J Restaurant Corp,Full-Service Restaurants,722511,560 Kelley Blvd Ste 4,North Attleboro,Bristol,MA,2760,3.9297225,3.9297225,RFS221624,-71.301962790623,42.007041787132,3.9297225
A & M Restaurant Inc,Full-Service Restaurants,722511,63 Cabot St,Newton,Middlesex,MA,2458,2.9427915,27.136,RFS234600,-71.192340030877,42.347480037751,15.03939575
A & N Restaurant Group Inc,Full-Service Restaurants,722511,294 Court St,Plymouth,Plymouth,MA,2360,9.975933,16.96,RFS151705,-70.683135733053,41.972445827127,13.4679665
A & R. Sporty's Catering,Caterers,722320,241 Millbury Ave,Millbury,Worcester,MA,1527,6.6947265,11.872,RFS9953,-71.756221927597,42.217112171676,9.28336325
A 1 Pizza House,Limited-Service Restaurants,722513,92 Maple St,Florence,Hampshire,MA,1062,1.6005,1.6005,RFS443466,-72.6720569911,42.335243339607,1.6005
A 4 Pizza,Limited-Service Restaurants,722513,500 Technology Sq FL 4,Cambridge,Middlesex,MA,2139,3.9197235,18,RFS400894,-71.09119887674,42.363418519435,10.95986175
A A M M Inc,Full-Service Restaurants,722511,182 Old Town House Rd,West Yarmouth,Barnstable,MA,2673,9.989265,9.989265,RFS100316,-70.221217682814,41.684176534408,9.989265
A and A House Keeping and Catering,Caterers,722320,42 Fox St,Dorchester,Suffolk,MA,2122,1.4395095,11.872,RFS15355,-71.063901559445,42.30616154184,6.65575475
A and E Restaurant Corp.,Limited-Service Restaurants,722513,494 Westford St,Lowell,Middlesex,MA,1851,5.56875,25.5,RFS399716,-71.333587633721,42.634129543899,15.534375
A and T Vcuisine Inc.,Full-Service Restaurants,722511,512 Elm St,Braintree,Norfolk,MA,2184,1.056,1.5,RFS212480,-70.989409935798,42.227612265925,1.278
A Brasileria Cafe,Full-Service Restaurants,722511,225 Iyannough Rd,Hyannis,Barnstable,MA,2601,15.18,18.656,RFS125918,-70.278048807334,41.66085703396,16.918
A C Milan Corp,Full-Service Restaurants,722511,260 Washington St,North Easton,Bristol,MA,2356,2.5353075,11.872,RFS140720,-71.087366638902,42.069704040358,7.20365375
A Chick-A-Fill,Limited-Service Restaurants,722513,1100 Fall River Ave,Seekonk,Bristol,MA,2771,1.5834555,12,RFS294539,-71.326930312505,41.793447151846,6.79172775
"A Day To Remember, LLC",Caterers,722320,4 1/2 Hawthorne Ave,Methuen,Essex,MA,1844,15.015693,23.744,RFS14596,-71.193535120208,42.721533738441,19.3798465
A Dogs' Tail Inc,Limited-Service Restaurants,722513,2 Route 130,Forestdale,Barnstable,MA,2644,1.392996,6,RFS337070,-70.509554049125,41.676276435374,3.696498
A Dong Pho,Full-Service Restaurants,722511,379 Belmont St,Brockton,Plymouth,MA,2301,2.8498965,13.568,RFS179213,-71.03565199909,42.077152438739,8.20894825
"A Family Feast, Inc.",Caterers,722320,39 Freeman Dr,Plymouth,Plymouth,MA,2360,0.7826115,1.696,RFS14412,-70.586471964894,41.825132181293,1.23930575
A Fresh Endeavor,Caterers,722320,21 Felton St,Woburn,Middlesex,MA,1801,9.021012,13.568,RFS8394,-71.125581039756,42.487202632519,11.294506
A J S Pub,Full-Service Restaurants,722511,411 W Main St,Northborough,Worcester,MA,1532,1.587993,1.587993,RFS188917,-71.668353742285,42.305286597389,1.587993
A M L & Sons Inc,Limited-Service Restaurants,722513,1633 Bay St,Springfield,Hampden,MA,1109,2.449491,2.449491,RFS324730,-72.529227770791,42.129677498915,2.449491
A Pereira Subway LLC,Limited-Service Restaurants,722513,1775 Washington St,Hanover,Plymouth,MA,2339,14.9638995,22.5,RFS329825,-70.845293681584,42.147416760455,18.73194975
A Perfect Taste,Caterers,722320,530 Washington St,Stoughton,Norfolk,MA,2072,4.504698,18.656,RFS17680,-71.101658929706,42.13151314279,11.580349
A S Convenience,Limited-Service Restaurants,722513,17 Cross St,North Attleboro,Bristol,MA,2760,1.786224,7.5,RFS326689,-71.327712369414,41.99163871847,4.643112
A Slice of Heaven,Limited-Service Restaurants,722513,2605 Cranberry Hwy,Wareham,Plymouth,MA,2571,2.057253,2.057253,RFS357883,-70.716937631785,41.769111601747,2.057253
A Taste of Vietnam,Full-Service Restaurants,722511,814 N Main St Ste 3,Leominster,Worcester,MA,1453,0.9732525,1.696,RFS262234,-71.772200862182,42.557459870418,1.33462625
A Tasteful Event Catering,Caterers,722320,769 Bedford St,Whitman,Plymouth,MA,2382,1.741806,13.568,RFS21427,-70.94715436069,42.081490112921,7.654903
A Tavola,Full-Service Restaurants,722511,34 Church St,Winchester,Middlesex,MA,1890,2.1837915,13.568,RFS169262,-71.139382716432,42.451107582684,7.87589575
"A Time, LLC",Full-Service Restaurants,722511,433 Cambridge St,Allston,Suffolk,MA,2134,21.2632035,27.136,RFS194984,-71.133984074534,42.35507709361,24.19960175
A&D Dining Inc,Full-Service Restaurants,722511,34 Lyman St,Westborough,Worcester,MA,1581,1.5834555,13.568,RFS169309,-71.607685521881,42.28408460232,7.57572775
"A.C.K. Pizza, Inc.",Limited-Service Restaurants,722513,15 Bassin Ln,Scituate,Plymouth,MA,2066,8.978343,13.5,RFS318185,-70.719219271756,42.182388130317,11.2391715
A-1 Deli Inc,Full-Service Restaurants,722511,92 Merrimack St,Haverhill,Essex,MA,1830,13.6043655,33.92,RFS275458,-71.078455588891,42.774570660882,23.76218275
A1 Pizza,Limited-Service Restaurants,722513,92 Maple St,Northampton,Hampshire,MA,1062,1.6005,1.6005,RFS443467,-72.6720569911,42.335243339607,1.6005
A-1 Pizza Taunton LLC,Limited-Service Restaurants,722513,41 Tremont St,Taunton,Bristol,MA,2780,8.100345,13.5,RFS388175,-71.103818216594,41.904618462928,10.8001725
AA Crispy Chicken Inc,Limited-Service Restaurants,722513,20 Kneeland St,Boston,Suffolk,MA,2111,1.9211115,1.9211115,RFS337279,-71.062113387514,42.350851965144,1.9211115
AAA Pizza Inc,Limited-Service Restaurants,722513,668 Washington St,Stoughton,Norfolk,MA,2072,1.4395095,10.5,RFS421054,-71.101879179389,42.127946724869,5.96975475
AAA TV of Wrentham,Limited-Service Restaurants,722513,4 Common St B,Wrentham,Norfolk,MA,2093,0.0825,0.0825,RFS385266,-71.328932394743,42.065772864939,0.0825
Aah Restaurant Company LLC,Full-Service Restaurants,722511,105 Lincoln Ave,Saugus,Essex,MA,1906,1.4395095,11.872,RFS36647,-70.991325931792,42.453665251601,6.65575475
Aamwal Inc,Limited-Service Restaurants,722513,169 Squire Rd,Revere,Suffolk,MA,2151,3.955314,3.955314,RFS326450,-71.009956003543,42.424077878763,3.955314
Abbotts Frozen Custard,Limited-Service Restaurants,722513,11 Hutchinson Rd,Lexington,Middlesex,MA,2421,9.021012,12,RFS293998,-71.220643842769,42.417187194609,10.510506
